X,Y,id_sit,iniciat_1,iniciat_2,exp_org,ini_conv,ult_conv,lugar_fisi,territorio,direccion,comuna,cut,orden,plot,long,lat,cod_plus,facebook,instagram,convocator,raciones_n,dato_fte,fecha_ingr,hora_ingre,icon_url
-70.677549,-33.546349,21.00000000000,olla_comun,,Olla Comun,0.00000000000,200524.00000000000,Iniciativa familiar,,18 de Septiembre con Navarino,El Bosque,13105.00000000000,0.00000000000,si,-70.67754900000,-33.54634900000,F83C+FX Santiago,,,no existe la interseccion,,Opal Chile,200524.00000000000,0.00000000000,./0.png
-70.6692349,-33.5664658,22.00000000000,olla_comun,,Colectivo Organizado de Pobladores Apartidistas C.O.P.A.,200521.00000000000,200525.00000000000,,,Las Esmeraldas 11303,El Bosque,13105.00000000000,2.00000000000,si,-70.66923490000,-33.56646580000,47RFC8MJ+C8,https://www.facebook.com/COPAELBOSQUE/?__tn__=kCH-R&eid=ARByl9Ej__2QpJZZhBHwgv07Q6qbI-QTu9H1ARZz8_r7RjSaMBXo7WMRWsesho3owffSTfGcjdYkG2hZ&hc_ref=ARSUmGn4GHC3LJ_Hb2o6UIEFJ7OJMcDlxeGQVZOe2qT2c_0QMdM5AgubO5-bIuUGUCo&fref=nf&__xts__[0]=68.ARBS1_OTIJmqeHuRwmM0,,Solo el pueblo ayuda al pueblo,,OllasComunes_Chi_Wall,200525.00000000000,0.00000000000,./0.png
-70.6786125,-33.5639107,23.00000000000,acopio_solidario,,Colectivo Organizado de Pobladores Apartidistas C.O.P.A.,200521.00000000000,200525.00000000000,,,Beethoven 11717,El Bosque,13105.00000000000,3.00000000000,si,-70.67861250000,-33.56391070000,47RFC8PC+CH,,,Solo el pueblo ayuda al pueblo,,OllasComunes_Chi_Wall,200525.00000000000,0.00000000000,./0.png
-70.6709212,-33.5744463,24.00000000000,olla_comun,,Vecinos y vecinas organizad@s,0.00000000000,200528.00000000000,Espacio público,,Las canteras con peñablanca,El Bosque,13105.00000000000,4.00000000000,si,-70.67092120000,-33.57444630000,47RFC8GH+6J,https://www.facebook.com/opalchile/videos/617832152413415/?t=35,,,,Opal Chile,200528.00000000000,1155.00000000000,./0.png
-70.676464,-33.565448,25.00000000000,olla_comun,acopio_solidario,Proyecto Social y Comunitario El Bosque,0.00000000000,0.00000000000,,Población Claudio Arrau,Las pataguas 11882,El Bosque,13105.00000000000,5.00000000000,si,-70.67646400000,-33.56544800000,C8MF+RC Santiago,,,Solo el pueblo ayuda al pueblo. Olla comun territorial El Bosque,,Apoya la olla,200524.00000000000,0.00000000000,./0.png
-1.79769313486232e+308,-1.79769313486232e+308,26.00000000000,olla_comun,comedor_popular,,0.00000000000,0.00000000000,Escuela Municipal Mario Arce Gatica,,Los Avellanos 10958,El Bosque,13105.00000000000,6.00000000000,si,0.00000000000,-33.56257000000,C8PP+X4 El Bosque,,,,,Apoya la olla,200524.00000000000,0.00000000000,./0.png
-70.6648016,-33.5557305,27.00000000000,olla_comun,,,0.00000000000,0.00000000000,,,Paraiso 10190,El Bosque,13105.00000000000,7.00000000000,si,-70.66480160000,-33.55573050000,47RFC8VP+P3,,,,,,200527.00000000000,2210.00000000000,./0.png
-70.6525947,-33.5610983,28.00000000000,olla_comun,,,0.00000000000,0.00000000000,,,Los Pelicanos 10691,El Bosque,13105.00000000000,8.00000000000,si,-70.65259470000,-33.56109830000,47RFC8QW+HX,,,,,,200527.00000000000,2210.00000000000,./0.png
-70.6684485,-33.5568449,29.00000000000,olla_comun,,,0.00000000000,0.00000000000,,,General Tovarias 582,El Bosque,13105.00000000000,9.00000000000,si,-70.66844850000,-33.55684490000,47RFC8VJ+7J,,,,,,200527.00000000000,2210.00000000000,./0.png
-70.6647388,-33.5625731,30.00000000000,olla_comun,,,0.00000000000,0.00000000000,,,Los Avellanos 10958,El Bosque,13105.00000000000,10.00000000000,si,-70.66473880000,-33.56257310000,47RFC8PP+X4,,,,,,200527.00000000000,2210.00000000000,./0.png
-70.6704625,-33.5671137,31.00000000000,olla_comun,,,0.00000000000,0.00000000000,,,El Pacifico 11378,El Bosque,13105.00000000000,11.00000000000,si,-70.67046250000,-33.56711370000,47RFC8MH+5R,,,,,,200527.00000000000,2210.00000000000,./0.png
-70.6692663,-33.5670853,32.00000000000,olla_comun,,,0.00000000000,0.00000000000,,,Las Esmeraldas 11343,El Bosque,13105.00000000000,12.00000000000,si,-70.66926630000,-33.56708530000,47RFC8MJ+57,,,,,,200527.00000000000,2210.00000000000,./0.png
-70.6664198,-33.5653174,33.00000000000,olla_comun,,,0.00000000000,0.00000000000,,,Santa Elena 920,El Bosque,13105.00000000000,13.00000000000,si,-70.66641980000,-33.56531740000,47RFC8MM+VC,,,,,,200527.00000000000,2210.00000000000,./0.png
-70.6658535,-33.5753006,34.00000000000,olla_comun,,,0.00000000000,0.00000000000,,,Las Canteras 904,El Bosque,13105.00000000000,14.00000000000,si,-70.66585350000,-33.57530060000,47RFC8FM+VM,,,,,,200527.00000000000,2210.00000000000,./0.png
-70.6671977,-33.5757859,35.00000000000,olla_comun,,,0.00000000000,0.00000000000,,,Tucapel 11961,El Bosque,13105.00000000000,15.00000000000,si,-70.66719770000,-33.57578590000,47RFC8FM+M4,,,,,,200527.00000000000,2210.00000000000,./0.png
-1.79769313486232e+308,-1.79769313486232e+308,36.00000000000,olla_comun,,,0.00000000000,0.00000000000,,,Madrid 670,El Bosque,13105.00000000000,16.00000000000,si,0.00000000000,-33.57674610000,47RFC8FG+8R,,,,,,200527.00000000000,2210.00000000000,./0.png
-70.6683378,-33.5825957,37.00000000000,olla_comun,,,0.00000000000,0.00000000000,,,Las Parcelas 1678,El Bosque,13105.00000000000,17.00000000000,si,-70.66833780000,-33.58259570000,47RFC88J+XM,,,,,,200527.00000000000,2210.00000000000,./0.png
-70.6674336,-33.5902472,38.00000000000,olla_comun,,,0.00000000000,0.00000000000,,,General Silva con San Francisco,El Bosque,13105.00000000000,18.00000000000,si,-70.66743360000,-33.59024720000,47RFC85M+W2,,,,,,200527.00000000000,2210.00000000000,./0.png
-70.6725117,-33.5869542,39.00000000000,olla_comun,,,0.00000000000,0.00000000000,,,Isla Ross 13626,El Bosque,13105.00000000000,19.00000000000,si,-70.67251170000,-33.58695420000,47RFC87G+6X,,,,,,200527.00000000000,2210.00000000000,./0.png
-70.6763234,-33.5746132,40.00000000000,olla_comun,,,0.00000000000,0.00000000000,,,Los Filodendros 882,El Bosque,13105.00000000000,20.00000000000,si,-70.67632340000,-33.57461320000,47RFC8GF+5F,,,,,,200527.00000000000,2210.00000000000,./0.png
-70.6777714,-33.5654023,41.00000000000,olla_comun,,,0.00000000000,0.00000000000,,,Claudio Arrau con Pasaje Lizth,El Bosque,13105.00000000000,21.00000000000,si,-70.67777140000,-33.56540230000,47RFC8MC+RV,,,,,,200527.00000000000,2210.00000000000,./0.png
-70.6764084,-33.5654872,42.00000000000,olla_comun,,,0.00000000000,0.00000000000,,,Las Pataguas 11869,El Bosque,13105.00000000000,22.00000000000,si,-70.67640840000,-33.56548720000,47RFC8MF+RC,,,,,,200527.00000000000,2210.00000000000,./0.png
-70.6741348,-33.5623002,43.00000000000,olla_comun,,,0.00000000000,0.00000000000,,,Agustin Calderon Rojas 11563,El Bosque,13105.00000000000,23.00000000000,si,-70.67413480000,-33.56230020000,47RFC8QG+38,,,,,,200527.00000000000,2210.00000000000,./0.png
-70.6723638,-33.5636623,44.00000000000,olla_comun,,,0.00000000000,0.00000000000,,,Alberto Blest Gana 806,El Bosque,13105.00000000000,24.00000000000,si,-70.67236380000,-33.56366230000,47RFC8PH+G3,,,,,,200527.00000000000,2210.00000000000,./0.png
-70.7163082,-33.4756864,45.00000000000,panaderia_popular,acopio_solidario,Panaderia Popular Elefante Blanco,0.00000000000,200523.00000000000,Centro Comunitario Elefante Blanco,Villa Francia,Luis Infante Cerda 5500,Estación Central,13106.00000000000,0.00000000000,si,-70.71630820000,-33.47568640000,47RFG7FM+PF,,,"Entrega gratuita de pan, martes y sabados, desde las 18:00 horas. Recepcion de aportes de 15-18 hrs. Iniciativa popular",,OllasComunes_Chi_Wall,200525.00000000000,0.00000000000,./0.png
-70.714343,-33.47209,46.00000000000,comedor_popular,acopio_solidario,Comedor Popular Luisa Toledo,0.00000000000,200524.00000000000,Comunitario Las Estepas,Villa Francia,Las Estepas 824,Estación Central,13106.00000000000,2.00000000000,si,-70.71434300000,-33.47209000000,47RFG7HP+57,@comedorpopular.luisatoledo.5,,Solo el pueblo ayuda al pueblo,,OllasComunes_Chi_Wall,200525.00000000000,0.00000000000,./0.png
-70.637819,-33.371438,47.00000000000,olla_comun,acopio_solidario,Pinkoyanizate,0.00000000000,200521.00000000000,Mural,Población La Pincoya,Pargua 759,Huechuraba,13107.00000000000,0.00000000000,si,-70.63781900000,-33.37143800000,J9H6+CV Santiago,https://www.facebook.com/Pinkoyanizate/?__tn__=K-R&eid=ARAPaz_la89W3yPcYrJfymgjZDOdPywlw6u9kpnl2i-QVzKpQ_gysmjmL8Ok_KsWWk5ytYbVpr2DQxTf&fref=mentions,,,,Pinkoyanizate,200524.00000000000,0.00000000000,./0.png
-70.639115,-33.367409,48.00000000000,olla_comun,acopio_solidario,Pinkoyanizate,0.00000000000,200522.00000000000,,Población La Pincoya,Victor Domingo Silva 1094,Huechuraba,13107.00000000000,2.00000000000,si,-70.63911500000,-33.36740900000,J9M6+29 Santiago,https://www.facebook.com/Pinkoyanizate/?__tn__=K-R&eid=ARAPaz_la89W3yPcYrJfymgjZDOdPywlw6u9kpnl2i-QVzKpQ_gysmjmL8Ok_KsWWk5ytYbVpr2DQxTf&fref=mentions,,,,Opal Chile,200524.00000000000,0.00000000000,./0.png
-70.629466,-33.361962,49.00000000000,olla_comun,acopio_solidario,Olla comun itinerante,0.00000000000,200523.00000000000,,Población La Pincoya,Jorge Inostroza con Los Quillayes,Huechuraba,13107.00000000000,3.00000000000,si,-70.62946600000,-33.36196200000,J9QC+66 Santiago,https://www.facebook.com/Pinkoyadespierta-100682484926269/?__tn__=kCH-R&eid=ARBarFLsj42mowzWAxDycpEu2-Zx7PhMAwCpbziAlTN7i28I2AAo5zF4yxfhn3VeZVxbpwvZbvWNI60R&hc_ref=ARRPibPfIxxcXAYr3rBPxy9q7Pad-RIixEDOYDD0X9V_ZafLWYyy7AQvrLH6mYhfxDM&fref=nf,,Solo el pueblo ayuda al pueblo,,PincoyaDespierta,200524.00000000000,0.00000000000,./0.png
-70.637819,-33.371438,50.00000000000,olla_comun,acopio_solidario,Pinkoyanizate,0.00000000000,200523.00000000000,Mural,Población La Pincoya,Pargua con Los Olmos,Huechuraba,13107.00000000000,4.00000000000,si,-70.63781900000,-33.37143800000,J9H6+9V Santiago,https://www.facebook.com/Pinkoyadespierta-100682484926269/?__tn__=kCH-R&eid=ARBarFLsj42mowzWAxDycpEu2-Zx7PhMAwCpbziAlTN7i28I2AAo5zF4yxfhn3VeZVxbpwvZbvWNI60R&hc_ref=ARRPibPfIxxcXAYr3rBPxy9q7Pad-RIixEDOYDD0X9V_ZafLWYyy7AQvrLH6mYhfxDM&fref=nf,,Solo el pueblo ayuda al pueblo,,PincoyaDespierta,200524.00000000000,0.00000000000,./0.png
-70.629989,-33.369811,51.00000000000,olla_comun,acopio_solidario,Olla comun itinerante,0.00000000000,200524.00000000000,Sede Junta de Vecinos Concierto y Cultura,Población La Pincoya,Jorge Inostroza con Del Pincoy,Huechuraba,13107.00000000000,5.00000000000,si,-70.62998900000,-33.36981100000,J9JC+32 Santiago,,,,,Pinkoyanizate,200524.00000000000,0.00000000000,./0.png
-70.634011,-33.366869,52.00000000000,olla_comun,acopio_solidario,Agrupacion Chile Digno,0.00000000000,200524.00000000000,,Población La Pincoya,Av. Recoleta con Los Cerezos,Huechuraba,13107.00000000000,6.00000000000,si,-70.63401100000,-33.36686900000,J9M8+79 Santiago,https://www.facebook.com/Pinkoyanizate/photos/pcb.250207023062790/250206989729460/?type=3&theater,,Solo el pueblo cuida al pueblo,,Pinkoyanizate,200524.00000000000,0.00000000000,./0.png
-70.632959,-33.367931,53.00000000000,olla_comun,ropero_solidario,Pincoya Digna,0.00000000000,200524.00000000000,Carpa_callejera,Población La Pincoya,Av. Recoleta con los almendros,Huechuraba,13107.00000000000,7.00000000000,si,-70.63295900000,-33.36793100000,47RFJ9J8+RR,https://www.facebook.com/pincoya.digna?__tn__=%2CdCH-R-R&eid=ARCzXncUYfr8Ky2pt8P3RsZQ3T9T3HOo5tnbaU5E-3NMUN5ApizQKmNh1h7pimNPKCqpeiSvO1kSxpZK&hc_ref=ARSKQDaehK7DBwYOYEzHqGJE56hdH5ym_pcIu9-luqASbIaOoU_VMUHkqL246CEzgoM&fref=nf&hc_location=group,,Solo el pueblo ayuda al pueblo,,OllasComunes_Chi_Wall,200525.00000000000,0.00000000000,./0.png
-70.639115,-33.367409,54.00000000000,olla_comun,,Pinkoyanizate,0.00000000000,200525.00000000000,,Población La Pincoya,Victor Domingo Silva 1094,Huechuraba,13107.00000000000,8.00000000000,si,-70.63911500000,-33.36740900000,J9M6+29 Santiago,https://www.facebook.com/Pinkoyanizate/?__tn__=K-R&eid=ARAPaz_la89W3yPcYrJfymgjZDOdPywlw6u9kpnl2i-QVzKpQ_gysmjmL8Ok_KsWWk5ytYbVpr2DQxTf&fref=mentions,,,,Opal Chile,200524.00000000000,0.00000000000,./0.png
-70.6345219,-33.3685405,55.00000000000,once_comunitaria,,Pincoya Digna,0.00000000000,200526.00000000000,,Población La Pincoya,Av Recoleta 5908,Huechuraba,13107.00000000000,9.00000000000,si,-70.63452190000,-33.36854050000,47RFJ9J8+H5,,,Pincoya Digna. Te invitamos a tomar una rica once. En Av. Recoleta fuera de la iglesia adventista,,,200526.00000000000,0.00000000000,./0.png
-70.662455,-33.427927,56.00000000000,olla_comun,,Ollas solidarias en La Río,0.00000000000,200524.00000000000,Plaza Anfiteatro,Población Juan Antonio Ríos,Av. Pdte. Eduardo Frei Montalva 1549,Independencia,13108.00000000000,0.00000000000,si,-70.66245500000,-33.42792700000,47RFH8CQ+R2,,,Solo el pueblo ayuda al pueblo,,OllasComunes_Chi_Wall,200525.00000000000,0.00000000000,./0.png
-70.673339,-33.529879,57.00000000000,olla_comun,,"Junta de Vecinos Nro. 17 Augusto Biaut, La Cisterna",0.00000000000,200519.00000000000,Espacio público,,Brisas del Maipo con Industria,La Cisterna,13109.00000000000,0.00000000000,si,-70.67333900000,-33.52987900000,47RFF8CG+2M,,,,,OllasComunes_Chi_Wall,200525.00000000000,0.00000000000,./0.png
-70.6714733,-33.5327254,58.00000000000,olla_comun,,"Junta de Vecinos Nro. 17 Augusto Biaut, La Cisterna",0.00000000000,200520.00000000000,Sede Junta de Vecinos Nro. 17 Augusto Biaut Plaza de Los Bomberos,,Pedro Aguirre Cerda 0575,La Cisterna,13109.00000000000,2.00000000000,si,-70.67147330000,-33.53272540000,47RFF88H+X4,,,,,OllasComunes_Chi_Wall,200525.00000000000,0.00000000000,./0.png
-1.79769313486232e+308,-1.79769313486232e+308,59.00000000000,acopio_solidario,,Sede Alejandro Delón,0.00000000000,200522.00000000000,,Villa O'Higgins,Los Clarines 9470,La Florida,13110.00000000000,0.00000000000,si,0.00000000000,-33.54077700000,F95V+M6 Santiago,https://www.facebook.com/villaohiggins.teayuda,,,,Opal Chile,200524.00000000000,0.00000000000,./0.png
-70.569343,-33.511695,60.00000000000,olla_comun,acopio_solidario,Campamento Galvarino,0.00000000000,200523.00000000000,Campamento Galvarino,Población Nueva Amanecer,Volcan Hornopiren y Av. Departamental,La Florida,13110.00000000000,2.00000000000,si,-70.56934300000,-33.51169500000,CCP4+8P La Florida,,,Olla popular,,Opal Chile,200524.00000000000,0.00000000000,./0.png
-70.60496,-33.533008,61.00000000000,olla_comun,acopio_alimentos,Villa Ohiggins te ayuda,0.00000000000,200523.00000000000,Sede comunitaria,Villa O'Higgins,Cautin 8480,La Florida,13110.00000000000,3.00000000000,si,-70.60496000000,-33.53300800000,F98W+Q2 La Florida,https://www.facebook.com/villaohiggins.teayuda,,Solo el pueblo ayuda al pueblo,,Opal Chile,200524.00000000000,0.00000000000,./0.png
-70.605739,-33.530423,62.00000000000,olla_comun,acopio_solidario,Asamblea Villa O'Higgins,0.00000000000,200524.00000000000,,Villa O'Higgins,Panguipulli 8149,La Florida,13110.00000000000,4.00000000000,si,-70.60573900000,-33.53042300000,F99V+RM Santiago,,,,,Opal Chile,200524.00000000000,0.00000000000,./0.png
-70.6117785,-33.532453,63.00000000000,olla_comun,acopio_solidario,Villa Ohiggins te ayuda,0.00000000000,200528.00000000000,,Villa O'Higgins,Punta Arenas 8276,La Florida,13110.00000000000,5.00000000000,si,-70.61177850000,-33.53245300000,47RFF99Q+27,@villaOhigginsteayuda,,,,Pagina_Asamblea,200529.00000000000,1355.00000000000,./0.png
-70.5752079,-33.5139283,64.00000000000,olla_comun,,Asamblea Territorial Nueva Habana,200527.00000000000,200531.00000000000,Espacio público,Poblacion Nueva Habana (ex Nuevo Amanecer),Las Higueras con Punitaqui,La Florida,13110.00000000000,6.00000000000,si,-70.57520790000,-33.51392830000,47RFFCPF+CW,https://www.facebook.com/campamento.nuevahabana/photos/a.803954206396977/2891824134276630/?type=3&theater,,"Tallarinata por nuestra dignidad. El pueblo se organiza para comer, ¡y se prepara para vencer!",,,200527.00000000000,2302.00000000000,./0.png
-70.553429,-33.514545,65.00000000000,olla_comun,acopio_solidario,Campamento Dignidad,191130.00000000000,0.00000000000,Campamento Dignidad,Quebrada de Macul,La Quebrada sn,La Florida,13110.00000000000,7.00000000000,si,-70.55342900000,-33.51454500000,FCPW+5J Santiago,,,Olla popular comunitaria,,Opal Chile,200524.00000000000,0.00000000000,./0.png
-70.631224,-33.523459,67.00000000000,olla_comun,acopio_solidario,"Agrupacion por la vida digna: Fuerza Pobladora de Chile;Red de Solidaridad Popular",0.00000000000,200521.00000000000,,Población José Ghiardo,José Ghiardo con Los Vilos,La Granja,13111.00000000000,0.00000000000,si,-70.63122400000,-33.52345900000,F9G9+JG Santiago,https://www.facebook.com/joseghiardo.seorganiza?__tn__=K-R&eid=ARD7vPO5ybCglq8nRYjCgF5cZO0jq5yCwLUm1PLh2bx7L-RsQlE3AR3SjhsoY4xQzijE1JYgugd_dSnu&fref=mentions,,"Organización territorial que realiza: catastro de informacion, central de impresiones;retiro de medicamentos y leche en consultorios; ollas comunes y centros de acopio de mercaderia: jornada de sanitizaciones por pasajes; redaccion y entrega de informat",,,200524.00000000000,0.00000000000,./0.png
-70.615854,-33.544817,68.00000000000,olla_comun,acopio_solidario,Comité de Emergencia territorial Asamblea metro La Granja,0.00000000000,200523.00000000000,Sede Junta de Vecinos Millalemu,Población Millalemu,Isla Sta María 8837,La Granja,13111.00000000000,2.00000000000,si,-70.61585400000,-33.54481700000,F94M+3M Santiago,https://www.facebook.com/asambleametro/?__tn__=K-R&eid=ARBUgdCOlJWhFGVyRv8JSrzl1n7jMvbN4U1Xo_ApxSClxMc-FHGLGNUQApvTaLPgk3jPQVlqSmqQtOni&fref=mentions,@Cetmlg,Olla comun,,Opal Chile,200524.00000000000,0.00000000000,./0.png
-1.79769313486232e+308,-1.79769313486232e+308,69.00000000000,olla_comun,acopio_solidario,Asamblea Popular Yungay,0.00000000000,200523.00000000000,Espacio Newen,Población Yungay,Padre Esteban Gumucio y pasaje 7,La Granja,13111.00000000000,3.00000000000,si,0.00000000000,-33.52062700000,F9HH+PW Santiago,,,"Olla común:Ejemplos de amor, dignidad y organización popular en Chile",,Opal Chile,200524.00000000000,0.00000000000,./0.png
-70.6289219,-33.5510357,70.00000000000,olla_comun,,Pobladores zona sur en ayuda del pueblo,0.00000000000,200528.00000000000,Espacio público,Poblacion Joaquin Edwards Bello,Canto General 321 (con Sofia Eastman),La Granja,13111.00000000000,4.00000000000,si,-70.62892190000,-33.55103570000,47RFC9XC+HC,https://www.facebook.com/photo.php?fbid=2541026065999030&set=pcb.2541026149332355&type=3&theater,,Solo el pueblo ayuda al pueblo,,OllasComunes_Chi_Wall,200528.00000000000,1159.00000000000,./0.png
-70.6218519,-33.5516353,71.00000000000,panaderia_popular,,"Panadería popular ""La conquista del pan""",0.00000000000,200528.00000000000,,Villa Las Americas,José Santos Gonzales Vera 713,La Granja,13111.00000000000,5.00000000000,si,-70.62185190000,-33.55163530000,47RFC9XH+87,https://www.facebook.com/photo.php?fbid=567209734214711&set=gm.185474016051300&type=3&theater,,"Hola vecines, *solo el pueblo ayuda al pueblo*. Queremos comunicarles que hoy desde las 17 horas y todos los martes y jueves (por ahora) vamos a estar regalando/compartiendo pancito amasado para las familias que necesiten y no tengan. Sabemos que hay vec",,OllasComunes_Chi_Wall,200528.00000000000,1725.00000000000,./0.png
-70.6115512,-33.5442417,72.00000000000,olla_comun,acopio_solidario,Asamblea Popular Metro La Granja,0.00000000000,200530.00000000000,,Población Millalemu,Isla Morelos con Isla Riesco,La Granja,13111.00000000000,6.00000000000,si,-70.61155120000,-33.54424170000,47RFF94Q+89,https://www.facebook.com/asambleametro/?__tn__=%2CdkCH-R-R&eid=ARCnbwFPXjPXEgmZXOriEcrViV1Pp-3FzcC7u2HuM8FdbhE8bSkhjgiFE6sw8EOT_LlMT3gSKy92Bm89&hc_ref=ARSsJF34SH6yMUFZ3URL8WWhyMTuO79y5VIkemKz4JUqHLDndla8H2P-r6xyTNTieko&fref=nf&hc_location=group,,Solo el pueblo ayuda al pueblo,,OllasComunes_Chi_Wall,200525.00000000000,0.00000000000,./0.png
-1.79769313486232e+308,-1.79769313486232e+308,73.00000000000,olla_comun,acopio_solidario,"Colectiva Teresa Flores; CAS.Olla común feminista",200508.00000000000,200513.00000000000,Centro de Accion Social Autismo (CAS) La Pintana,Varios,José Manuel Balmaceda 1231,La Pintana,13112.00000000000,0.00000000000,si,0.00000000000,0.00000000000,47RFC9C6+C3,https://www.facebook.com/photo.php?fbid=2905096019598328&set=pcb.2905096116264985&type=3&theater,@colectiva.teresaflores,Olla común móvil. El pueblo ayuda al pueblo,,Asamblea Territorial El Castillo,200526.00000000000,2059.00000000000,./0.png
-70.6387946,-33.5646812,74.00000000000,olla_comun,acopio_solidario,Vecinos presentes,0.00000000000,200524.00000000000,Espacio público,Población Magdalena 2,Pedro Aguirre Cerda con Avenida El Observatorio,La Pintana,13112.00000000000,2.00000000000,si,-70.63879460000,-33.56468120000,47RFC9P6+4F,,,Solo el pueblo ayuda al pueblo,,OllasComunes_Chi_Wall,200525.00000000000,0.00000000000,./0.png
-70.6468361,-33.5636446,75.00000000000,olla_comun,acopio_solidario,Vecinos presentes,0.00000000000,200524.00000000000,Espacio público,Villa El Tololo,Av. Observatorio y Almirante Latorre,La Pintana,13112.00000000000,3.00000000000,si,-70.64683610000,-33.56364460000,47RFC9P3+G7,,,Solo el pueblo ayuda al pueblo,,OllasComunes_Chi_Wall,200525.00000000000,0.00000000000,./0.png
-70.612848,-33.5904216,76.00000000000,olla_comun,,,0.00000000000,200526.00000000000,,Población El Castillo,Batallon Chacabuco con El Fundador,La Pintana,13112.00000000000,4.00000000000,si,-70.61284800000,-33.59042160000,47RFC95P+RV,https://www.facebook.com/photo.php?fbid=143951913895974&set=pcb.143952123895953&type=3&theater,@asambleaterritorialelcastillo,Datos ollas comunes,,Asamblea Territorial El Castillo,200526.00000000000,2059.00000000000,./0.png
-70.6229566,-33.589558,77.00000000000,olla_comun,,,0.00000000000,200526.00000000000,,Población El Castillo,Capitán Layseca con Cabo Gutiérrez,La Pintana,13112.00000000000,5.00000000000,si,-70.62295660000,-33.58955800000,47RFC96G+5R,https://www.facebook.com/photo.php?fbid=143951913895974&set=pcb.143952123895953&type=3&theater,@asambleaterritorialelcastillo,Datos ollas comunes,,Asamblea Territorial El Castillo,200526.00000000000,2059.00000000000,./0.png
-70.6173467,-33.592885,78.00000000000,olla_comun,,,0.00000000000,200526.00000000000,,Población El Castillo,Plaza de Armas 3125,La Pintana,13112.00000000000,6.00000000000,si,-70.61734670000,-33.59288500000,47RFC94M+R3,https://www.facebook.com/photo.php?fbid=143951913895974&set=pcb.143952123895953&type=3&theater,@asambleaterritorialelcastillo,Datos ollas comunes,,Asamblea Territorial El Castillo,200526.00000000000,2059.00000000000,./0.png
-70.6100024,-33.5932158,79.00000000000,olla_comun,,,0.00000000000,200526.00000000000,,Población El Castillo,La Frontera con Los Gallos,La Pintana,13112.00000000000,7.00000000000,si,-70.61000240000,-33.59321580000,47RFC94Q+PX,https://www.facebook.com/photo.php?fbid=143951913895974&set=pcb.143952123895953&type=3&theater,@asambleaterritorialelcastillo,Datos ollas comunes,,Asamblea Territorial El Castillo,200526.00000000000,2059.00000000000,./0.png
-70.6220778,-33.5922668,80.00000000000,olla_comun,,,0.00000000000,200526.00000000000,,Población El Castillo,El Lingue 2849,La Pintana,13112.00000000000,8.00000000000,si,-70.62207780000,-33.59226680000,47RFC95H+35,https://www.facebook.com/photo.php?fbid=143951913895974&set=pcb.143952123895953&type=3&theater,@asambleaterritorialelcastillo,Datos ollas comunes,,Asamblea Territorial El Castillo,200526.00000000000,2059.00000000000,./0.png
-70.6135309,-33.5934514,81.00000000000,olla_comun,,,0.00000000000,200526.00000000000,,Población El Castillo,La Frontera 3345,La Pintana,13112.00000000000,9.00000000000,si,-70.61353090000,-33.59345140000,47RFC94P+JH,https://www.facebook.com/photo.php?fbid=143951913895974&set=pcb.143952123895953&type=3&theater,@asambleaterritorialelcastillo,Datos ollas comunes,,Asamblea Territorial El Castillo,200526.00000000000,2059.00000000000,./0.png
-70.6356086,-33.5766375,82.00000000000,acopio_solidario,,Komedor Solidario Norma Vergara.,200523.00000000000,200526.00000000000,Huerta Parque Las Américas,Varios,Abraham Lincoln con Lo Martinez,La Pintana,13112.00000000000,10.00000000000,si,-70.63560860000,-33.57663750000,47RFC9F7+8Q,https://www.facebook.com/photo.php?fbid=3312042768828637&set=a.618916511474623&type=3&theater,@asambleaterritorialelcastillo,Olla común móvil,,Asamblea Territorial El Castillo,200526.00000000000,2059.00000000000,./0.png
-70.6095015,-33.5937615,83.00000000000,olla_comun,,,0.00000000000,200526.00000000000,Sede Junta de Vecinos 19-9 Villa Nueva Patagonia,Villa Nueva Patagonia,El ombu 3710,La Pintana,13112.00000000000,11.00000000000,si,-70.60950150000,-33.59376150000,47RFC94R+F5,https://www.facebook.com/photo.php?fbid=143951913895974&set=pcb.143952123895953&type=3&theater,@asambleaterritorialelcastillo,Datos ollas comunes,,Asamblea Territorial El Castillo,200526.00000000000,2059.00000000000,./0.png
-70.6356086,-33.5766375,84.00000000000,olla_comun,,Komedor Solidario Norma Vergara,200523.00000000000,200529.00000000000,Huerta Parque Las Américas,Varios,Abraham Lincoln con Lo Martinez,La Pintana,13112.00000000000,12.00000000000,si,-70.63560860000,-33.57663750000,47RFC9F7+8Q,https://www.facebook.com/photo.php?fbid=3312042768828637&set=a.618916511474623&type=3&theater,@asambleaterritorialelcastillo,Olla común móvil,,Asamblea Territorial El Castillo,200526.00000000000,2059.00000000000,./0.png
-70.5419072,-33.4566339,85.00000000000,once_comunitaria,,VLR Garra Blanca,0.00000000000,200527.00000000000,Feria libre Quinchamalí,Villa La Reina,Quinchamalí con Chapilca,La Reina,13113.00000000000,0.00000000000,si,-70.54190720000,-33.45663390000,47RFGFV5+86,,,¡El pueblo ayuda al pueblo organizado!. Once comunitaria,,OllasComunes_Chi_Wall,200526.00000000000,0.00000000000,./0.png
